poorSignalLevel,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,attention,meditation
,1886271,1031842,380784,233484,126614,299758,160110,163986,0,0
,142024,1730030,124676,1612852,149574,466992,108160,70786,0,0
,2090887,3142726,874746,160214,290580,444193,118470,84016,0,0
,112367,724622,34398,204646,15948,123158,54732,38081,0,0
,165254,578609,108469,188576,39900,111259,21272,24880,0,0
,1580883,1090378,849168,648422,185000,294592,197622,169084,0,0
,641405,1291426,492839,356242,254826,654177,214741,86996,0,0
,1118788,962997,1069407,439926,144930,389034,84736,171277,0,0
,137150,371171,72458,241176,68630,81535,46734,40139,0,0
,99858,234826,74646,92286,145871,69591,57692,64457,0,0
,210751,543680,32171,119859,37282,57471,59484,39859,0,0
,157487,531950,73863,114331,153775,114185,35525,34384,0,0
,233286,851705,42834,61427,54963,245857,13449,21352,0,0
,93023,722663,87750,168944,64233,153279,73752,33138,0,0
,1980780,681840,621970,559703,312037,541620,334722,241439,0,0
,90977,769665,62771,67214,74578,58517,53157,20978,0,0
,196259,112459,110732,66617,118811,77796,48420,28874,0,0
,1091792,1770185,516823,800091,282773,372774,294099,152825,0,0
,1737164,1133864,449398,811081,590281,286443,138128,134212,0,0
,973019,716321,492035,837160,326868,226845,210919,202172,0,0
,272930,329744,213291,96610,148960,30740,12056,38406,0,0
,645156,533018,289577,139392,453491,192082,129316,98565,0,0
,499562,502091,48696,20277,14327,31306,119416,202873,0,0
,1,1,0,1,2,0,1,0,0,0
,2,1,0,0,1,1,1,0,0,0
,11,1,0,3,1,1,0,0,0,0
,131112,64703,9624,22581,17493,2456,813,2617,0,0
,406452,234474,38263,69801,76496,27049,5765,4146,0,0
,1526593,2377330,854119,416150,424171,186652,113614,50842,0,0
,243512,986312,93589,95526,63064,92966,17955,17083,0,0
,290309,505919,194508,242944,90976,47618,38377,16912,0,0
,301466,562178,163112,239541,51976,43619,60628,37951,0,0
,215199,795979,77081,134861,165833,52211,22386,42456,0,0
,361692,962815,167429,33195,73352,66644,61334,30712,0,0
,300177,647644,148108,113386,51372,61620,50884,30018,0,0
,777208,336371,191477,72565,76834,55400,17431,39532,0,0
,248580,596898,42574,153414,79781,77616,12059,40831,0,0
,137120,573672,15130,214402,73074,109130,74550,23321,0,0
,1355214,1514328,267593,279201,432957,531610,84107,54314,0,0
,683322,283222,238136,79930,47005,45576,36654,47838,0,0
,311620,518140,159583,332329,68383,79399,36230,25305,0,0
,660004,2155387,460866,551763,632056,341395,268963,164783,0,0
,326492,593037,40171,118322,44276,188085,49471,16014,0,0
,173573,749103,142083,187376,34825,214186,49057,37367,0,0
,938696,1770755,479880,698368,330898,360223,182295,134529,0,0
,434145,2971131,452387,621076,172738,465064,162739,140610,0,0
,924125,1594108,448414,628596,381116,487172,191997,100559,0,0
,505230,348350,102878,135948,51812,87523,32470,22196,0,0
,544809,2338210,511441,341642,208626,637227,199953,97054,0,0
,1196513,1793052,453357,717798,240373,540220,151629,248295,0,0
,1385548,779585,304685,302909,273139,738361,171264,98579,0,0
,1114122,392965,629580,279524,299726,308771,264134,161983,0,0
,567235,301634,19022,114547,92965,117675,29370,58485,0,0
,594903,1453861,458145,688743,1795116,329544,558517,195742,0,0
,1665388,1356043,836274,194903,213503,780498,147855,122044,0,0
,479016,428900,148737,38656,31574,77974,28073,29882,0,0
,277410,480762,53190,25130,82147,75726,28303,23943,0,0
,762324,2240046,187881,509705,192606,495595,140069,91048,0,0
,442619,1288141,358827,840901,194652,342407,235554,128686,0,0
,464728,2095031,184929,172313,107740,350083,224308,118547,0,0
,85664,641090,99166,127640,80105,63963,35324,32188,0,0
,396998,1798951,103873,1143563,212826,274915,137068,163415,0,0
,270050,1966760,348432,1527555,192151,425232,258229,99453,0,0
,535694,1313167,548710,1309343,719237,459609,186027,82518,0,0
,532039,1050320,182918,1612551,340947,422083,223575,86317,0,0
,926448,857786,260686,1154597,246455,264064,355639,110133,0,0
,107992,499120,138228,95896,17156,53374,71152,53562,0,0
,1059607,879517,1031331,161462,109649,503980,179695,221184,0,0
,221432,318483,79033,146140,41120,86810,22746,21468,0,0
,1145336,1210445,457267,267687,368597,283312,182878,153306,0,0
,195983,950704,48920,89681,82910,75069,57748,32243,0,0
,310628,1554867,42591,155362,47614,100763,35193,48078,0,0
,111722,923063,56880,80138,137846,92601,21843,34596,0,0
,501865,1197133,774292,467586,563081,476936,304323,204143,0,0
,1278336,1652493,726296,272222,178704,469768,154944,112932,0,0
,190941,597933,99763,190626,59603,95528,34826,71446,0,0
,214337,1046690,243186,230624,85159,101261,28713,31301,0,0
,508140,656716,108025,185789,136257,97782,39050,55727,0,0
,1136371,90650,174000,130007,93932,127490,60719,38422,0,0
,672544,369173,77241,197551,171796,145588,45322,35090,0,0
,709504,1060272,27083,236856,316668,385669,155935,190318,0,0
,1568219,1101619,183563,331969,450385,301987,348031,232716,0,0
,682426,372910,32156,133677,112349,88502,80055,51612,0,0
,1577317,1144736,734813,813510,590931,445092,456213,420240,0,0
,121007,262333,66362,187599,36543,106180,60894,36235,0,0
,677325,189006,122332,352453,40189,94909,55329,38576,0,0
,1889782,631892,170402,159755,282941,310925,135617,136042,0,0
,1919966,796479,333954,1111253,479577,238275,155826,325925,0,0
,533442,636463,812874,524719,70278,307827,183892,150579,0,0
,648031,2363983,530621,438674,80298,261417,209800,67087,0,0
,1080989,1243223,293069,821324,602226,232482,187453,249753,0,0
,150906,345768,320214,194998,140347,109746,37321,52017,0,0
,301417,1889910,142804,201575,537601,739980,160211,208425,0,0
,521363,602317,32960,75866,160250,100379,42454,38442,0,0
,601031,607191,12723,93030,118672,81258,59149,23361,0,0
,467916,809697,516574,535209,199538,286391,237207,143396,0,0
,1194416,593962,182435,554820,713783,420019,293514,182143,0,0
,480737,853459,792321,134596,298776,577195,230220,102414,0,0
,345120,565329,77851,68486,91901,79675,52293,34922,0,0
,527557,229441,75677,227302,97858,52402,45245,52192,0,0
,1793805,982406,316662,270344,500590,327818,119585,82862,0,0
,2071274,1289026,812987,595593,347361,624189,144453,199938,0,0
,1144934,766263,201870,841104,461651,224943,394897,288451,0,0
,671226,521065,154841,173586,76387,93810,30542,34056,0,0
,1105514,205631,32912,398494,69660,44793,47590,54777,0,0
,1917150,922726,338531,958569,554281,358374,142163,201901,0,0
,1679821,1206739,220791,718253,622327,331683,265293,266546,0,0
,782644,663914,343163,423711,177357,286180,210904,83283,0,0
,547305,107550,99346,147113,237751,87543,34094,35707,0,0
,1786389,389527,397200,638107,131121,437894,218887,153127,0,0
,208334,103955,35458,140688,59836,50792,67822,33773,0,0
,1714826,1786841,298231,224772,596459,229531,160631,142031,0,0
,1067728,986965,113091,1487766,101283,266966,228172,136919,0,0
,1168031,2472506,532614,366021,208937,387011,259077,170987,0,0
,1147682,1574729,263658,768936,90537,276843,280081,435223,0,0
,153713,612279,125180,101930,69134,97518,35391,28308,0,0
,1803556,482835,244005,344892,240321,253616,225817,148103,0,0
,1545093,1545481,86212,476339,288462,303500,185273,392901,0,0
,247602,304938,223849,196344,89756,87436,70089,45990,0,0
,176300,655187,142982,231136,43943,93087,33019,26860,0,0
,423147,516879,81033,244207,58125,68052,46300,62818,0,0
,741178,1521037,861990,446080,344140,374220,327318,226531,0,0
,623605,151471,73844,302742,31128,81137,80685,40696,0,0
,1554106,767113,367143,1389988,298972,619883,235763,154366,0,0
,566709,489428,556948,405377,654639,728717,226503,56174,0,0
,1147067,942727,580110,1901043,272809,469251,192981,229801,0,0
,609635,861750,537463,1090588,612921,437521,94480,228297,0,0
,409050,302455,215875,534223,203087,37668,49419,51899,0,0
,1035091,1282672,465363,310289,444189,339969,276196,186101,0,0
,1134677,1324866,732981,724092,230240,288497,123177,170665,0,0
,443746,443949,127789,60998,81169,116393,37656,47301,0,0
,197467,290435,134398,176362,87431,62287,29850,46812,0,0
,648706,1763233,403004,254153,265410,277336,287617,97818,0,0
,245608,1729915,428150,1255093,136215,420082,125666,146072,0,0
,891994,267675,126679,184068,15749,111872,77042,34951,0,0
,177154,256687,126683,346784,41492,137451,27878,71772,0,0
,285017,529166,1046570,779359,471226,449276,123440,111600,0,0
,856519,1320080,128322,470396,343848,108702,108060,161637,0,0
,914456,1876698,361113,802633,154684,143997,87740,143673,0,0
,811276,794286,321602,541987,175125,264708,181194,277301,0,0
,314439,547565,557864,208977,773466,170945,200571,192204,0,0
,136176,176790,98462,403785,41718,166351,52153,34140,0,0
,302394,633606,216755,106782,77023,167906,38832,59947,0,0
,591708,418020,302437,343177,57192,122774,75681,108550,0,0
,522567,1212408,44001,589962,253445,618220,162591,295433,0,0
,460987,922976,174322,66073,164897,42843,62102,84789,0,0
,576469,611783,79196,373449,141296,90225,84494,38299,0,0
,343470,228386,112092,145566,42178,62258,52294,40239,0,0
,294405,273099,85877,48351,44876,39379,6307,7752,0,0
,697807,473423,68316,97385,72879,64547,45209,54370,0,0
,542487,224724,104004,43948,102541,55016,43133,88128,0,0
,331773,283102,17654,201356,138670,57530,54358,41147,0,0
,1157337,1089742,164443,254458,205658,236620,265992,320398,0,0
,625833,474527,250991,158314,284805,40234,74388,102915,0,0
,484553,817742,245131,338204,59658,52112,80745,54647,0,0
,296114,273600,235757,213938,111688,68690,48753,59253,0,0
,830381,547263,127617,314253,223364,91103,73952,123690,0,0
,1605059,1895896,296478,938488,144756,185151,202664,201034,0,0
,1351721,199745,209538,132006,43085,72375,49475,71935,0,0
,1044910,183671,31128,120094,82154,59046,88872,53839,0,0
,595876,153602,263611,116205,148364,54965,20828,23996,0,0
,1230661,236170,102024,43168,81457,123500,51693,29316,0,0
,1312614,479675,105254,199289,113803,85454,62735,22267,0,0
,651764,42418,21908,19718,14297,10433,1573,1077,0,0
,840,303,137,94,71,32,11,5,0,0
,3,3,1,1,0,2,0,0,0,0
,1,0,0,0,0,1,1,1,0,0
,452,96,64,50,4,10,9,83,0,0
,645417,1063140,136396,54596,272154,132560,44088,62512,0,0
,92847,201793,170037,227409,53794,179474,89166,93790,0,0
,1370181,270929,66519,116545,118811,43978,68404,92718,0,0
,821366,581043,95612,265702,151687,68756,37375,74899,0,0
,1272509,831583,667796,819032,271958,241231,236935,409027,0,0
,628175,451534,187575,284896,58851,57131,94952,62336,0,0
,440802,283008,30258,42467,140356,36870,45067,71008,0,0
,2000260,248282,829958,521071,153683,337121,403639,307139,0,0
,1389620,286250,179858,325609,36455,153791,50129,100562,0,0
,610079,158203,145247,319725,76225,77996,76653,113675,0,0
,507785,381240,88586,213299,87881,55499,29430,122088,0,0
,2499651,1281985,662786,711254,367377,275283,319325,270100,0,0
,280800,85517,31574,258191,75016,61271,79190,77094,0,0
,832415,1507863,1576116,621029,498533,613223,421364,191283,0,0
,1605299,1477478,1159504,886126,228869,596100,209038,539541,0,0
,1540131,1098862,964214,726723,329521,377046,236688,223271,0,0
,249922,563322,144857,148603,34574,88819,38843,51657,0,0
,531891,302215,35460,177280,113679,82706,80537,95268,0,0
,112507,273178,129101,59855,200006,62493,72401,120302,0,0
,1071018,84127,19362,189977,100215,56789,64572,94939,0,0
,538435,359136,276936,211425,33172,43755,43014,71442,0,0
,703050,578530,332968,408832,59291,89733,130684,78877,0,0
,448325,558135,541877,85009,57832,74819,55510,130549,0,0
,358778,347102,135456,306588,66403,84634,45697,99626,0,0
,366487,311821,84404,68141,98560,97339,51778,107689,0,0
,29089,469945,27054,209890,117758,152140,30472,57736,0,0
,574776,1001850,374910,205459,130731,78720,103525,107471,0,0
,1033020,880313,1054429,1491053,264020,390118,212900,147744,0,0
,208152,205538,292219,309354,84658,124812,27264,65639,0,0
,413032,191449,198405,80963,51691,63081,178128,30938,0,0
,712238,186543,181178,324680,62173,142264,104815,67097,0,0
,649151,367570,46063,43389,86084,67367,61390,33617,0,0
,34207,483296,51462,349416,213609,85510,112101,58440,0,0
,1429058,1378361,690004,1051038,579378,199812,348863,358897,0,0
,1165487,642560,468965,784831,78900,561833,278192,704737,0,0
,994619,1329465,1224771,1357479,366155,504001,171652,258153,0,0
,648539,311468,219343,197552,128783,76186,70941,147431,0,0
,600245,496636,365148,184064,163967,96676,119387,103787,0,0
,403879,264794,155184,125598,60578,89651,38644,46652,0,0
,1031934,559731,185025,252638,38185,104705,77294,132512,0,0
,444072,529848,78558,302082,157428,132643,27052,101783,0,0
,609616,263084,228126,49810,37645,62069,125875,47654,0,0
,310895,352501,80783,108353,158780,167489,54064,58110,0,0
,921317,424431,228024,536843,145754,92937,53754,79709,0,0
,254070,547529,252257,177481,94580,139434,37717,39773,0,0
,527493,114214,172437,171401,46835,67695,136214,42758,0,0
,477931,204929,285373,271826,99936,46655,57153,65383,0,0
,594867,502054,50224,199613,384933,115947,34477,101034,0,0
,245697,930971,212350,279503,41682,139158,63130,85770,0,0
,348203,564194,661575,697183,598645,714534,263175,335704,0,0
,1245576,252128,129951,76736,52866,48171,49863,51828,0,0
,299432,104408,298339,268192,41709,257831,82273,195629,0,0
,1186159,1959661,179543,755840,222013,292853,173017,194105,0,0
,225492,459139,37057,279536,66974,191943,44242,172905,0,0
,349564,668139,164692,180542,126432,86065,61098,39175,0,0
,315472,536703,218205,263795,139733,114307,128722,111484,0,0
,718319,377321,54182,85967,157920,100053,87433,47191,0,0
,100104,777208,134523,347654,92846,208274,78785,69711,0,0
,1083932,260216,91297,252421,151486,69865,103529,45308,0,0
,1001472,619684,237219,156063,77401,92234,82144,27267,0,0
,555832,636778,42419,375409,101939,225049,63348,46668,0,0
,870110,501498,141895,331545,92235,84698,59343,78287,0,0
,843480,216845,205022,300001,42237,112903,68497,144206,0,0
,1558894,767070,1694933,1191358,766482,645010,227543,419435,0,0
,203218,323983,47007,262857,112218,84728,29617,151606,0,0
,439321,374553,246927,117696,130263,88500,76723,44820,0,0
,535018,566664,513337,138969,99289,154203,77992,132938,0,0
,187045,621145,344874,219334,114484,156049,66781,96160,0,0
,239555,627808,82964,269977,87360,72105,70184,37525,0,0
,1040149,1192164,1070813,1083111,335657,304786,500229,393688,0,0
,342795,239199,91501,333119,130323,102841,97541,25022,0,0
,725220,170454,51638,236438,110429,87877,78012,56279,0,0
,213684,297997,106727,215111,46290,112584,53869,160944,0,0
,352309,367518,806456,351083,53267,146672,142280,56866,0,0
,468766,410722,187722,97253,84448,84729,68258,96350,0,0
,478109,208769,289001,132780,140394,59396,47273,127520,0,0
,1267988,154894,425896,96675,45412,84831,73395,44901,0,0
,291226,781335,663974,281564,143927,706554,230090,174265,0,0
,186932,665933,182104,59655,77348,32693,39016,53486,0,0
,1125668,1577617,956650,694304,672298,264304,469309,346292,0,0
,647605,704196,33897,55223,63468,54839,36220,48374,0,0
,517610,185594,47904,167751,51081,149674,37714,73511,0,0
,673795,1742118,216164,1273671,184809,448660,445038,104493,0,0
,264219,920868,180978,318836,135613,66494,53591,57111,0,0
,1681549,966341,642737,803609,300355,511155,96894,160100,0,0
,512370,261398,319560,121044,46807,181402,23036,24635,0,0
,2219202,304066,146963,796623,205364,333413,283508,495535,0,0
,761175,146614,87001,214027,150385,83862,53306,23360,0,0
,585000,182676,129919,380011,50833,89721,37420,55527,0,0
,751194,298403,41935,125486,101901,46571,53103,65535,0,0
,1865551,1293346,238405,995388,223498,419133,226357,236302,0,0
,451035,1433415,484043,328713,259426,446540,119157,243922,0,0
,543766,2230478,388799,692899,160484,400427,171331,91047,0,0
,1031160,481328,971440,1096833,548255,339996,143723,182514,0,0
,815780,544352,101272,140547,43234,41609,38941,15163,0,0
,919355,320559,640496,112951,105705,70183,70096,38720,0,0
,356459,1933342,503239,1121967,541369,421037,101576,118957,0,0
,735906,217553,256581,170181,48461,115379,37981,18832,0,0
,734238,1663976,270982,581415,382505,307477,187666,199512,0,0
,615235,260904,165560,49644,75332,100772,26028,50946,0,0
,876719,1118290,494909,449942,210775,304427,187447,135702,0,0
,809580,1171925,486376,730965,263235,282147,67789,131163,0,0
,120643,1015432,79243,103800,97188,102014,55526,17109,0,0
,663267,180104,166559,92480,82213,101186,77456,14683,0,0
,875289,1704036,341029,1314453,396442,637656,388315,193976,0,0
,348164,1966339,1035343,240016,108600,252580,121423,374943,0,0
,776049,771987,284702,505394,636133,260233,192163,156510,0,0
,571141,649473,361391,855886,252218,403384,192264,161504,0,0
,307257,539840,233778,244305,49449,84142,75784,23056,0,0
,1425955,1534839,525557,137073,410280,459140,124194,175333,0,0
,212104,623690,140129,71299,108937,65021,21276,30462,0,0
,299035,1965814,723976,502752,243438,755803,225684,130347,0,0
,158378,318760,21043,150154,59520,125698,107907,21559,0,0
,60714,568110,110112,396163,199192,59018,25970,46545,0,0
,757458,440836,150021,127506,108775,115231,46140,55008,0,0
,443847,502263,208100,128580,109948,78170,54463,43333,0,0
,856676,192621,163748,233770,21104,83193,40204,28217,0,0
,92999,668186,89859,14032,80140,40002,82180,69707,0,0
,496263,1123982,726701,885873,143584,600268,134841,177735,0,0
,839631,2039905,261027,1059907,381762,313664,162071,202076,0,0
,1093374,420318,95179,91705,182598,56248,26648,50439,0,0
,1262961,1146503,1026534,534543,288815,499289,334414,230675,0,0
,1689642,2001745,554855,787257,336440,257677,159310,88191,0,0
,825106,1037780,221529,1410632,562036,513679,361441,303742,0,0
,764516,1364052,1129203,361467,328734,313423,259104,187642,0,0
,1674489,1527667,716952,330311,315863,215045,233922,140061,0,0
,1332390,1117219,330219,435769,238523,218903,495548,235803,0,0
,638084,1271811,877815,188380,208294,429165,218107,139910,0,0
,933260,999859,1360283,658425,419258,216922,205918,191636,0,0
,89303,736976,37611,102082,37033,92269,58041,39452,0,0
,1654728,1036691,1244570,253888,753275,342809,193874,84439,0,0
,879456,1382043,476303,368014,235650,410450,195300,193587,0,0
,589769,272159,145135,157548,95474,71367,56931,45313,0,0
,912682,1577761,211119,370983,243832,218878,208273,123125,0,0
,275004,453761,229848,156251,118408,99194,43075,48267,0,0
,2123643,1127834,491593,1239688,397784,247155,209047,236194,0,0
,335402,991805,369061,498124,332145,232891,195201,179981,0,0
,971334,1148614,880800,510563,341290,249825,195317,105245,0,0
,2438036,1208695,290123,450559,230289,274054,147353,164385,0,0
,755160,1318474,150819,514543,106329,545010,150786,191982,0,0
,1299442,1719839,306252,690237,522547,244387,144043,81352,0,0
,246255,654334,235160,104922,78104,220159,48554,60959,0,0
,541507,231405,201147,150839,53921,83237,77795,31230,0,0
,1312615,1225042,274543,701381,212249,145929,128010,103737,0,0
,1679255,378551,1200317,752210,224505,382576,219199,105204,0,0
,394109,1675414,320281,1413335,374111,1368768,195368,396162,0,0
,651728,208018,50093,178453,234446,39749,55467,67847,0,0
,1841455,541086,642791,211740,304089,693590,185640,235860,0,0
,1224638,1492596,417420,447498,588931,334675,379639,110306,0,0
,160015,243146,43690,124884,92397,49943,51514,64001,0,0
,547785,440495,319978,452879,127472,107601,57082,24965,0,0
,610803,273542,272010,81893,77828,75697,32575,45678,0,0
,286968,112117,233899,102974,86931,115652,14773,88303,0,0
,1936403,1794202,189178,648371,745985,289557,202551,143351,0,0
,1272000,589769,483905,530971,121338,324210,128553,186912,0,0
,910703,121524,205779,23723,55541,94911,69805,75570,0,0
,1925221,672964,1045972,198881,354332,233086,133994,141726,0,0
,369496,411938,83101,136191,95207,82688,47655,36963,0,0
,381674,438901,186989,376339,77189,121806,68915,42514,0,0
,619997,161497,123618,131695,84713,88388,138095,68766,0,0
,675611,1335780,443224,419273,268015,284047,207199,186872,0,0
,177172,494930,168544,232449,179242,174679,48080,64276,0,0
,1469615,1094135,792183,255504,321793,120045,207117,244566,0,0
,123395,394488,221284,186458,245993,111726,38309,67016,0,0
,1779450,704755,529090,1007248,365532,634378,84200,119589,0,0
,626442,1060607,731068,767675,295583,872502,274414,184156,0,0
,1538861,913534,218510,85319,187786,428709,830705,617777,0,0
,299541,286742,41446,117458,150871,120052,47830,37615,0,0
,309314,368875,124541,163995,47737,59299,60808,33091,0,0
,1494787,146655,452153,284701,45311,110509,67628,39494,0,0
,1023208,1253909,836272,437453,230773,320624,215847,323629,0,0
,943634,1514794,997921,549895,778283,493366,499786,310362,0,0
,455280,433007,223705,35330,66094,82685,77312,56517,0,0
,23947,62836,25261,53197,18282,12377,7726,13965,0,0
,924648,171945,27429,117461,218264,111828,58394,59850,0,0
,347525,502570,193003,57103,86806,98423,46906,93131,0,0
,438263,495627,41439,240917,87738,128992,31686,59722,0,0
,198095,365466,67792,173650,40877,39316,26501,66529,0,0
,355408,1110805,1341286,377833,180655,366739,114766,228448,0,0
,332884,1335061,188852,1482928,688412,186923,102622,178723,0,0
,527006,263006,86625,115350,55428,61366,35797,25049,0,0
,1436055,2023731,975959,401716,238554,322842,212114,178483,0,0
,547909,1490941,570714,583186,285134,345273,82812,131656,0,0
,234558,498285,54031,160826,145411,59649,31532,59939,0,0
,735668,1469372,320099,309238,262262,215308,207812,139469,0,0
,136981,776871,94668,57235,74373,43191,36502,29829,0,0
,903182,1751837,137797,667244,150629,325694,154761,268498,0,0
,1050501,1245785,840281,638621,412602,409765,121046,109337,0,0
,331658,1487086,306569,873339,449168,390829,201242,287203,0,0
,1025272,621820,160490,160765,61253,126423,58222,16723,0,0
,362634,565863,113559,105699,73047,160166,69512,62523,0,0
,105152,796668,153766,55657,28874,89936,60774,23384,0,0
,632820,275689,175181,516838,30876,59252,84934,36705,0,0
,729355,182549,90788,50056,111960,47796,78809,31904,0,0
,1186870,2011687,423628,966896,184604,399252,95816,348305,0,0
,689936,586441,389823,133758,138178,60547,84686,32313,0,0
,170701,384884,30745,67341,192831,104717,103850,79614,0,0
,602687,521210,64730,345995,72703,46527,52188,42903,0,0
,312846,277833,409901,324315,103213,126802,50654,48163,0,0
,146288,479441,168498,232065,121906,186333,91017,33044,0,0
,180451,353857,141001,154636,25221,95377,100600,75491,0,0
,1694897,1404144,1216148,353707,675069,378866,123875,131736,0,0
,42543,228438,185148,337182,55577,82349,49587,83813,0,0
,618884,202727,133346,165283,83007,48897,26160,44962,0,0
,436484,1423751,1199944,775292,65403,612916,131796,324718,0,0
,655633,1377753,120956,795133,731070,453422,229033,276016,0,0
,251180,2511745,445394,818671,308469,265918,90116,115314,0,0
,133337,512442,50275,125560,81748,167591,48240,39685,0,0
,1260851,1565118,526543,763176,281595,489288,173759,128437,0,0
,1339219,1100625,132934,1928171,303269,589363,215415,165716,0,0
,923087,1531494,370780,284896,560725,274724,454870,275181,0,0
,291191,985391,710654,1125431,319676,555314,303183,100044,0,0
,298964,508428,146149,256959,36282,126023,95623,26445,0,0
,1747649,1371721,405830,171130,536411,421365,297338,143778,0,0
,588080,1010984,343360,804962,201649,631497,336606,362495,0,0
,231015,239476,116520,63541,157192,95508,63318,58567,0,0
,242076,557330,246098,142134,108084,83999,37238,91040,0,0
,85225,681012,100139,102818,55848,97088,40414,38333,0,0
,2087900,1131493,636656,217589,912850,249477,134714,254066,0,0
,225101,320895,126202,207208,86652,84921,75432,41436,0,0
,629524,276345,182824,45996,82615,112322,40319,19744,0,0
,1531084,898201,470957,112166,324866,470147,221794,211842,0,0
,179468,196562,340036,87348,97142,54429,45214,39231,0,0
,137202,425857,41936,200012,42242,81482,60726,38180,0,0
,953800,833387,377150,759444,111107,419145,267633,214801,0,0
,850189,1188535,621218,385690,383792,434799,141651,269775,0,0
,987269,1203262,853746,1345810,448382,216212,180916,113965,0,0
,193038,92095,66426,48471,70126,124123,50939,66687,0,0
,2059552,1129371,40728,756818,1608521,600622,145658,323218,0,0
,1340948,1050945,604166,1095379,299166,462766,248209,170968,0,0
,1912144,962403,888659,933228,514995,178102,255480,151911,0,0
,116612,918051,46061,110840,103487,72291,46636,67070,0,0
,513010,837615,103662,111472,109967,85701,35774,47523,0,0
,562136,501792,75684,173534,110816,87740,27431,46217,0,0
,582883,330605,532672,145854,107257,141659,114838,16356,0,0
,983741,1356788,501209,427235,528247,207120,448209,238162,0,0
,178942,532757,111969,280844,44433,121926,40019,51306,0,0
,763473,178216,126543,76869,64674,74360,68945,71326,0,0
,2929103,1816966,361090,791347,425436,209866,243709,113915,0,0
,400520,435958,49183,130000,36632,105994,38787,38654,0,0
,1297821,768730,1082501,1179232,604275,466383,174304,480304,0,0
,619516,1527089,449730,1101960,619513,423350,242751,221561,0,0
,294859,570187,113023,105947,71422,107797,39031,31528,0,0
,488667,208031,408884,120596,117730,33195,57781,39094,0,0
,736098,198713,322880,438120,111903,104657,93695,45117,0,0
,166480,526936,238370,262006,37296,83459,73978,45596,0,0
,717465,89866,172519,63019,113024,145868,52747,63720,0,0
,253220,281779,134991,64103,123019,84052,113727,51808,0,0
,959960,1087616,192024,606029,712606,273813,140745,169761,0,0
,236243,589113,172821,87120,20805,130535,39378,36967,0,0
,525658,1840664,364783,339897,91326,713567,297744,223817,0,0
,145795,437840,52842,157113,33161,114036,54746,21464,0,0
,133177,2017090,170166,284110,198219,418934,370867,295640,0,0
,347897,583857,554033,61034,61989,64472,23153,26651,0,0
,598906,910426,214394,291318,122136,393772,222744,108530,0,0
,698906,1601710,1726957,588019,624818,683722,292738,120845,0,0
,904983,1454703,340418,380870,289754,501161,188963,123318,0,0
,808510,1514172,242141,331453,379887,301285,191602,183122,0,0
,263696,495949,77090,56382,117912,134235,66217,42142,0,0
,615588,1326736,740781,623304,395432,449724,163520,188966,0,0
,1341590,1145625,873604,1000610,428566,963929,183750,126135,0,0
,1738145,1528305,358151,405306,268959,350153,147859,158128,0,0
,1536968,1329394,1038134,252320,95521,313654,83594,133626,0,0
,1017381,2733623,1095222,630148,401888,439843,135113,269049,0,0
,1191419,1810562,275539,497210,133206,437550,358363,98350,0,0
,1059327,1242883,149480,702961,351051,335059,253398,657420,0,0
,620591,248119,324913,354011,85622,65101,48704,47208,0,0
,827028,799105,175541,648458,208371,350488,179274,227627,0,0
,513386,1904380,524984,907210,251856,315733,151222,188468,0,0
,127575,318913,129083,367604,45263,56823,39729,22866,0,0
,667830,935820,249080,254643,386018,343000,107046,69172,0,0
,97815,625695,72143,209084,23961,46396,25301,30941,0,0
,1443134,866586,781314,763331,230948,286042,224103,150342,0,0
,68531,974701,55904,287734,21725,153535,50124,23311,0,0
,102438,540681,339562,52194,49477,130356,33227,40945,0,0
,554951,220904,173283,101007,64232,62002,64842,24001,0,0
,1335280,1188484,28597,317788,660569,412852,176879,153594,0,0
,781426,1887537,1007534,74420,354960,288958,202956,321948,0,0
,153261,569446,301346,79968,53347,139755,54084,23413,0,0
,1863878,1683802,575894,905722,348506,384191,219799,261342,0,0
,530911,355052,79757,212595,52780,138464,41605,28500,0,0
,369521,456371,80618,12854,112431,45912,74702,31787,0,0
,2175227,469931,209104,725554,453128,203760,201823,164579,0,0
,162363,610590,76377,266042,111967,48714,54980,28754,0,0
,394207,2237679,919755,376913,145999,379554,136091,167596,0,0
,1411427,539348,1430115,215774,278177,283731,142363,245643,0,0
,397678,410267,34239,166356,75280,65751,47987,43425,0,0
,664641,1523185,655481,420940,160703,450459,131923,114173,0,0
,384934,1223924,1419886,818192,138720,453101,148091,83676,0,0
,814388,1923216,334442,375381,272338,393761,381763,72865,0,0
,283389,590190,166045,291813,88051,136110,37245,32254,0,0
,157759,511245,141286,243315,52639,117772,40721,25025,0,0
,842106,1259649,1529595,438063,338851,1012549,185667,117917,0,0
,656012,1523624,772822,299154,780704,337505,131048,166051,0,0
,981837,1296433,344949,1097361,349166,560496,276648,204875,0,0
,466727,239438,52325,196998,54513,145004,40508,36792,0,0
,341536,726651,38090,124815,64554,43020,62279,22870,0,0
,1046070,1834790,673959,295899,517047,279146,80297,145125,0,0
,255892,565568,96843,96634,92593,77283,91280,35932,0,0
,2966598,1083066,526742,475098,285962,257527,83931,108461,0,0
,1113976,1119622,706721,150803,137547,297757,225394,140646,0,0
,1824850,382589,627849,384062,334829,411543,242828,297645,0,0
